FC:3F:7C,"HUAWEI TECHNOLOGIES CO.,LTD"
C0:65:99,"Samsung Electronics Co.,Ltd"
E0:DC:A0,Siemens Industrial Automation Products Ltd Chengdu
5C:AF:06,LG Electronics (Mobile Communications)
00:12:F2,"Brocade Communications Systems, Inc."
00:18:D1,Siemens Home & Office Comm. Devices
00:14:3E,"AirLink Communications, Inc."
30:39:26,Sony Mobile Communications AB
94:65:2D,"OnePlus Technology (Shenzhen) Co., Ltd"
A8:CA:7B,"HUAWEI TECHNOLOGIES CO.,LTD"
8C:44:35,"Shanghai BroadMobi Communication Technology Co., Ltd."
80:92:9F,"Apple, Inc."
4C:A7:4B,Alcatel Lucent
00:23:DF,"Apple, Inc."
54:E2:C8,"Dongguan Aoyuan Electronics Technology Co., Ltd"
98:20:8E,Definium Technologies
00:25:64,Dell Inc.
00:15:DE,Nokia Danmark A/S
00:1A:11,"Google, Inc."
AC:85:3D,"HUAWEI TECHNOLOGIES CO.,LTD"
F8:32:E4,ASUSTek COMPUTER INC.
00:01:1D,Centillium Communications
00:26:FF,BlackBerry RTS
D4:6E:5C,"HUAWEI TECHNOLOGIES CO.,LTD"
6C:70:9F,"Apple, Inc."
00:16:AA,Kei Communication Technology Inc.
9C:3A:AF,"Samsung Electronics Co.,Ltd"
98:01:A7,"Apple, Inc."
CC:4E:24,"Brocade Communications Systems, Inc."
AC:7F:3E,"Apple, Inc."
00:0E:A9,Shanghai Xun Shi Communications Equipment Ltd. Co.
20:F1:7C,"HUAWEI TECHNOLOGIES CO.,LTD"
D0:22:BE,SAMSUNG ELECTRO-MECHANICS(THAILAND)
B8:5E:7B,"Samsung Electronics Co.,Ltd"
6C:A6:82,EDAM information & communications
24:37:EF,EMC Electronic Media Communication SA
8C:64:22,Sony Mobile Communications AB
00:13:77,"Samsung Electronics Co.,Ltd"
70:2E:22,zte corporation
E4:7D:BD,"Samsung Electronics Co.,Ltd"
64:A6:51,"HUAWEI TECHNOLOGIES CO.,LTD"
64:9A:12,P2 Mobile Technologies Limited
00:09:69,Meret Optical Communications
00:E0:95,ADVANCED-VISION TECHNOLGIES CORP.
D0:87:E2,"Samsung Electronics Co.,Ltd"
D0:59:E4,"Samsung Electronics Co.,Ltd"
C8:8D:83,"HUAWEI TECHNOLOGIES CO.,LTD"
48:F8:E1,Nokia
54:53:ED,Sony Corporation
70:E8:43,"Beijing C&W Optical Communication Technology Co.,Ltd."
00:90:F9,Imagine Communications
E8:BD:D1,"HUAWEI TECHNOLOGIES CO.,LTD"
00:11:87,"Category Solutions, Inc"
00:40:4D,TELECOMMUNICATIONS TECHNIQUES
14:FE:B5,Dell Inc.
98:D6:BB,"Apple, Inc."
94:3A:F0,Nokia Corporation
68:ED:43,BlackBerry RTS
A4:9A:58,"Samsung Electronics Co.,Ltd"
14:A3:64,"Samsung Electronics Co.,Ltd"
BC:85:1F,"Samsung Electronics Co.,Ltd"
C8:14:51,"HUAWEI TECHNOLOGIES CO.,LTD"
34:AB:37,"Apple, Inc."
90:27:E4,"Apple, Inc."
6C:FF:BE,MPB Communications Inc.
00:25:70,Eastern Communications Company Limited
30:D6:C9,"Samsung Electronics Co.,Ltd"
00:02:78,"SAMSUNG ELECTRO MECHANICS CO., LTD."
7C:50:49,"Apple, Inc."
0C:D7:46,"Apple, Inc."
54:BE:53,zte corporation
00:1D:65,Microwave Radio Communications
70:DE:E2,"Apple, Inc."
00:21:E9,"Apple, Inc."
44:74:6C,Sony Mobile Communications AB
78:66:AE,"ZTEC Instruments, Inc."
00:23:EC,Algorithmix GmbH
00:16:66,Quantier Communication Inc.
F8:0C:F3,LG Electronics (Mobile Communications)
94:95:A0,"Google, Inc."
CC:96:A0,"HUAWEI TECHNOLOGIES CO.,LTD"
38:C9:86,"Apple, Inc."
74:86:7A,Dell Inc.
14:1A:A3,"Motorola Mobility LLC, a Lenovo Company"
48:FC:B6,LAVA INTERNATIONAL(H.K) LIMITED
28:6C:07,"XIAOMI Electronics,CO.,LTD"
00:22:9D,"PYUNG-HWA IND.CO.,LTD"
00:03:FF,Microsoft Corporation
BC:14:85,"Samsung Electronics Co.,Ltd"
50:89:65,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD."
74:D7:CA,Panasonic Corporation Automotive
18:20:32,"Apple, Inc."
B0:34:95,"Apple, Inc."
B0:4C:05,Fresenius Medical Care Deutschland GmbH
00:25:18,Power PLUS Communications AG
00:50:32,"PICAZO COMMUNICATIONS, INC."
E0:A3:AC,"HUAWEI TECHNOLOGIES CO.,LTD"
D8:57:EF,"Samsung Electronics Co.,Ltd"
78:25:AD,"Samsung Electronics Co.,Ltd"
04:26:65,"Apple, Inc."
68:CC:6E,"HUAWEI TECHNOLOGIES CO.,LTD"
00:03:F2,Seneca Networks
04:4E:06,Ericsson AB
40:30:04,"Apple, Inc."
00:01:24,Acer Incorporated
2C:54:CF,LG Electronics (Mobile Communications)
DC:C7:93,Nokia Corporation
74:7D:B6,"Aliwei Communications, Inc"
00:E0:B1,"Alcatel-Lucent, Enterprise Business Group"
E8:50:8B,SAMSUNG ELECTRO-MECHANICS(THAILAND)
E0:7C:13,zte corporation
FC:00:12,Toshiba Samsung Storage Technolgoy Korea Corporation
00:22:F3,SHARP Corporation
00:16:F7,"L-3 Communications, Aviation Recorders"
00:06:0A,Blue2space
A4:84:31,"Samsung Electronics Co.,Ltd"
4C:6E:6E,"Comnect Technology CO.,LTD"
00:19:59,Staccato Communications Inc.
A8:92:2C,LG Electronics (Mobile Communications)
DC:05:75,SIEMENS ENERGY AUTOMATION
E8:F2:E2,LG Innotek
B0:5C:E5,Nokia Corporation
00:C0:E0,DSC COMMUNICATION CORP.
14:BB:6E,"Samsung Electronics Co.,Ltd"
0C:6F:9C,Shaw Communications Inc.
C8:7B:5B,zte corporation
C0:98:79,Acer Inc.
70:72:0D,Lenovo Mobile Communication Technology Ltd.
34:C6:9A,Enecsys Ltd
00:13:A0,"ALGOSYSTEM Co., Ltd."
BC:60:10,"Qingdao Hisense Communications Co.,Ltd."
EC:1F:72,SAMSUNG ELECTRO-MECHANICS(THAILAND)
0C:4D:E9,"Apple, Inc."
E0:F5:C6,"Apple, Inc."
A4:8C:DB,Lenovo
D8:29:16,Ascent Communication Technology
00:1E:6A,"Beijing Bluexon Technology Co.,Ltd"
20:A9:0E,TCT mobile ltd
40:86:2E,"JDM MOBILE INTERNET SOLUTION CO., LTD."
00:1E:6E,Shenzhen First Mile Communications Ltd
00:13:52,"Naztec, Inc."
78:BD:BC,"Samsung Electronics Co.,Ltd"
60:63:FD,"Transcend Communication Beijing Co.,Ltd."
00:07:43,Chelsio Communications
9C:5C:F9,Sony Mobile Communications AB
00:26:37,"SAMSUNG ELECTRO MECHANICS CO., LTD."
4C:A1:61,Rain Bird Corporation
A4:B1:97,"Apple, Inc."
00:1C:44,Bosch Security Systems BV
84:BE:52,"HUAWEI TECHNOLOGIES CO.,LTD"
F4:8E:92,"HUAWEI TECHNOLOGIES CO.,LTD"
C0:F9:91,GME Standard Communications P/L
20:D5:BF,"Samsung Electronics Co.,Ltd"
BC:9C:31,"HUAWEI TECHNOLOGIES CO.,LTD"
A8:06:00,"Samsung Electronics Co.,Ltd"
50:55:27,LG Electronics (Mobile Communications)
40:B4:CD,Amazon Technologies Inc.
00:10:78,"NUERA COMMUNICATIONS, INC."
00:20:D2,"RAD DATA COMMUNICATIONS, LTD."
38:D4:0B,"Samsung Electronics Co.,Ltd"
F0:40:7B,"Fiberhome Telecommunication Technologies Co.,LTD"
00:0D:93,"Apple, Inc."
B0:E3:9D,"CAT SYSTEM CO.,LTD."
00:26:23,JRD Communication Inc
00:90:E4,"NEC AMERICA, INC."
E4:A8:B6,"HUAWEI TECHNOLOGIES CO.,LTD"
54:F2:01,"Samsung Electronics Co.,Ltd"
20:87:56,SIEMENS AG
4C:FB:45,"HUAWEI TECHNOLOGIES CO.,LTD"
00:25:68,"HUAWEI TECHNOLOGIES CO.,LTD"
E4:90:7E,"Motorola Mobility LLC, a Lenovo Company"
00:1B:3F,ProCurve Networking by HP
00:06:3F,Everex Communications Inc.
98:90:96,Dell Inc.
3C:FA:43,"HUAWEI TECHNOLOGIES CO.,LTD"
2C:26:C5,zte corporation
E8:15:0E,Nokia Corporation
B0:35:8D,Nokia Corporation
BC:B1:F3,"Samsung Electronics Co.,Ltd"
0C:54:B9,Nokia
00:15:E6,MOBILE TECHNIKA Inc.
1C:1A:C0,"Apple, Inc."
A4:5E:60,"Apple, Inc."
70:C6:AC,Bosch Automotive Aftermarket
00:30:17,BlueArc UK Ltd
00:10:F4,Vertical Communications
08:00:06,SIEMENS AG
E8:03:9A,"Samsung Electronics Co.,Ltd"
94:51:03,"Samsung Electronics Co.,Ltd"
28:E1:4C,"Apple, Inc."
40:62:B6,Tele system communication
84:7A:88,HTC Corporation
00:1A:89,Nokia Danmark A/S
B8:32:41,"Wuhan Tianyu Information Industry Co., Ltd."
E4:12:1D,"Samsung Electronics Co.,Ltd"
74:AD:B7,"China Mobile Group Device Co.,Ltd."
00:13:F3,Giga-byte Communications Inc.
00:17:4B,Nokia Danmark A/S
00:12:4A,"Dedicated Devices, Inc."
00:08:74,Dell Inc.
50:FC:9F,"Samsung Electronics Co.,Ltd"
00:25:60,Ibridge Networks & Communications Ltd.
00:16:00,CelleBrite Mobile Synchronization
00:0D:5E,NEC Personal Products
00:00:DB,British Telecommunications plc
54:09:55,zte corporation
E0:3F:49,ASUSTek COMPUTER INC.
3C:F7:2A,Nokia Corporation
00:04:AA,Jetstream Communications
04:C1:B9,"Fiberhome Telecommunication Technologies Co.,LTD"
00:E0:03,NOKIA WIRELESS BUSINESS COMMUN
3C:B6:B7,"vivo Mobile Communication Co., Ltd."
7C:ED:8D,Microsoft
00:10:69,"HELIOSS COMMUNICATIONS, INC."
C8:3F:26,Microsoft Corporation
00:24:9A,"Beijing Zhongchuang Telecommunication Test Co., Ltd."
00:19:63,Sony Mobile Communications AB
18:DB:F2,Dell Inc.
CC:5F:BF,"Topwise 3G Communication Co., Ltd."
00:13:03,GateConnect
00:20:AE,ORNET DATA COMMUNICATION TECH.
98:5D:46,PeopleNet Communication
F0:4B:F2,"JTECH Communications, Inc."
10:1D:C0,"Samsung Electronics Co.,Ltd"
9C:B2:B2,"HUAWEI TECHNOLOGIES CO.,LTD"
DC:C6:4B,"HUAWEI TECHNOLOGIES CO.,LTD"
C0:AC:54,Sagemcom Broadband SAS
A8:5B:78,"Apple, Inc."
14:3D:F2,"Beijing Shidai Hongyuan Network Communication Co.,Ltd"
00:14:CF,INVISIO Communications
00:0E:8C,Siemens AG A&D ET
00:03:80,SSH Communications Security Corp.
00:19:B9,Dell Inc.
00:0E:07,Sony Mobile Communications AB
BC:52:B4,Nokia
BC:CF:CC,HTC Corporation
B0:9F:BA,"Apple, Inc."
84:5B:12,"HUAWEI TECHNOLOGIES CO.,LTD"
78:2E:EF,Nokia Corporation
00:03:CE,"ETEN Technologies, Inc."
00:02:58,Flying Packets Communications
FC:F1:52,Sony Corporation
00:E0:DB,"ViaVideo Communications, Inc."
08:EC:A9,"Samsung Electronics Co.,Ltd"
00:1B:EE,Nokia Danmark A/S
30:F3:35,"HUAWEI TECHNOLOGIES CO.,LTD"
00:05:CC,"Sumtel Communications, Inc."
00:D0:73,ACN ADVANCED COMMUNICATIONS
20:93:4D,"FUJIAN STAR-NET COMMUNICATION CO.,LTD"
10:68:3F,LG Electronics (Mobile Communications)
44:4C:0C,"Apple, Inc."
88:73:84,Toshiba
3C:A7:2B,MRV Communications (Networks) LTD
00:05:29,"Shanghai Broadan Communication Technology Co., Ltd"
08:37:3D,"Samsung Electronics Co.,Ltd"
00:24:04,Nokia Danmark A/S
B4:4B:D2,"Apple, Inc."
EC:AD:B8,"Apple, Inc."
D8:D4:3C,Sony Corporation
CC:81:DA,"SHANGHAI PHICOMM COMMUNICATION CO.,LTD"
F0:99:BF,"Apple, Inc."
F0:B0:E7,"Apple, Inc."
C4:47:3F,"HUAWEI TECHNOLOGIES CO.,LTD"
4C:38:D5,MITAC COMPUTING TECHNOLOGY CORPORATION
84:29:99,"Apple, Inc."
4C:9E:FF,ZyXEL Communications Corporation
48:AD:08,"HUAWEI TECHNOLOGIES CO.,LTD"
F0:0D:5C,"JinQianMao  Technology Co.,Ltd."
AC:56:2C,LAVA INTERNATIONAL(H.K) LIMITED
84:55:A5,"Samsung Electronics Co.,Ltd"
00:1E:75,LG Electronics (Mobile Communications)
48:4D:7E,Dell Inc.
00:11:6B,"Digital Data Communications Asia Co.,Ltd"
00:02:D1,"Vivotek, Inc."
1C:9E:46,"Apple, Inc."
F4:F5:E8,"Google, Inc."
74:8E:F8,"Brocade Communications Systems, Inc."
54:A3:FA,BQT Solutions (Australia)Pty Ltd
A0:78:BA,"Pantech Co., Ltd."
00:03:A1,"HIPER Information & Communication, Inc."
00:02:E3,"LITE-ON Communications, Inc."
EC:F3:5B,Nokia Corporation
7C:26:64,Sagemcom Broadband SAS
5C:18:B5,Talon Communications
B8:F8:BE,BLUECOM
B0:A3:7E,Qingdao Haier Telecom Co.，Ltd
00:20:2B,"ADVANCED TELECOMMUNICATIONS MODULES, LTD."
5C:F6:DC,"Samsung Electronics Co.,Ltd"
00:09:4C,"Communication Weaver Co.,Ltd."
94:B1:0A,"Samsung Electronics Co.,Ltd"
D8:E0:E1,"Samsung Electronics Co.,Ltd"
D0:7A:B5,"HUAWEI TECHNOLOGIES CO.,LTD"
00:1C:2E,HPN Supply Chain
18:89:5B,"Samsung Electronics Co.,Ltd"
78:31:2B,zte corporation
EC:59:E7,Microsoft Corporation
D8:50:E6,ASUSTek COMPUTER INC.
54:9F:13,"Apple, Inc."
00:17:CC,Alcatel-Lucent
20:82:C0,Xiaomi Communications Co Ltd
CC:08:8D,"Apple, Inc."
10:FA:CE,"Reacheng Communication Technology Co.,Ltd"
00:26:BD,"JTEC Card & Communication Co., Ltd."
00:24:92,"Motorola, Broadband Solutions Group"
F4:F5:A5,Nokia Corporation
CC:05:1B,"Samsung Electronics Co.,Ltd"
50:3A:A0,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD."
CC:B6:91,NECMagnusCommunications
00:04:EB,"Paxonet Communications, Inc."
60:A8:FE,Nokia
44:D1:FA,"Shenzhen Yunlink Technology Co., Ltd"
90:D8:F3,zte corporation
00:22:4D,MITAC INTERNATIONAL CORP.
00:05:16,SMART Modular Technologies
00:01:D1,"CoNet Communications, Inc."
40:BA:61,ARIMA Communications Corp.
38:0A:94,"Samsung Electronics Co.,Ltd"
14:AE:DB,VTech Telecommunications Ltd.
00:13:FA,"LifeSize Communications, Inc"
B0:C5:59,"Samsung Electronics Co.,Ltd"
F4:CB:52,"HUAWEI TECHNOLOGIES CO.,LTD"
5C:B4:3E,"HUAWEI TECHNOLOGIES CO.,LTD"
00:17:5C,SHARP CORPORATION
00:15:41,"StrataLight Communications, Inc."
B8:8E:DF,"Zencheer Communication Technology Co., Ltd."
78:31:C1,"Apple, Inc."
A4:77:33,"Google, Inc."
78:96:82,zte corporation
98:52:B1,"Samsung Electronics Co.,Ltd"
A8:FA:D8,"Apple, Inc."
FC:E3:3C,"HUAWEI TECHNOLOGIES CO.,LTD"
00:0B:2E,Cal-Comp Electronics & Communications Company Ltd.
00:1F:59,Kronback Tracers
FC:1A:11,"vivo Mobile Communication Co., Ltd."
58:7F:66,"HUAWEI TECHNOLOGIES CO.,LTD"
A4:99:47,"HUAWEI TECHNOLOGIES CO.,LTD"
00:1A:92,ASUSTek COMPUTER INC.
B8:D9:CE,"Samsung Electronics Co.,Ltd"
B0:08:BF,"Vital Connect, Inc."
00:05:FC,Schenck Pegasus Corp.
70:54:F5,"HUAWEI TECHNOLOGIES CO.,LTD"
00:23:32,"Apple, Inc."
00:C0:8B,"RISQ MODULAR SYSTEMS, INC."
E4:40:E2,"Samsung Electronics Co.,Ltd"
D8:EF:CD,Nokia
B8:F3:17,iSun Smasher Communications Private Limited
E4:F8:EF,"Samsung Electronics Co.,Ltd"
00:26:69,Nokia Danmark A/S
E8:4D:D0,"HUAWEI TECHNOLOGIES CO.,LTD"
CC:53:B5,"HUAWEI TECHNOLOGIES CO.,LTD"
20:89:86,zte corporation
AC:EE:9E,"Samsung Electronics Co.,Ltd"
08:00:07,"Apple, Inc."
00:16:D9,"NINGBO BIRD CO.,LTD."
B0:47:BF,"Samsung Electronics Co.,Ltd"
00:23:F8,ZyXEL Communications Corporation
04:75:03,"HUAWEI TECHNOLOGIES CO.,LTD"
00:25:97,Kalki Communication Technologies
50:82:D5,"Apple, Inc."
78:E8:B6,zte corporation
00:E3:B2,"Samsung Electronics Co.,Ltd"
EC:4D:47,"HUAWEI TECHNOLOGIES CO.,LTD"
E0:C9:7A,"Apple, Inc."
98:F4:28,zte corporation
00:1F:FD,Indigo Mobile Technologies Corp.
10:F6:81,"vivo Mobile Communication Co., Ltd."
50:56:BF,"Samsung Electronics Co.,Ltd"
00:15:6F,Xiranet Communications GmbH
00:16:6D,"Yulong Computer Telecommunication Scientific (Shenzhen) Co.,Ltd"
C8:7E:75,"Samsung Electronics Co.,Ltd"
2C:0E:3D,SAMSUNG ELECTRO-MECHANICS(THAILAND)
00:05:33,"Brocade Communications Systems, Inc."
00:0A:DE,"Happy Communication Co., Ltd."
F4:5C:89,"Apple, Inc."
90:5F:2E,TCT mobile ltd
00:60:FA,"EDUCATIONAL TECHNOLOGY RESOURCES, INC."
00:20:AD,LINQ SYSTEMS
84:89:AD,"Apple, Inc."
38:AA:3C,"SAMSUNG ELECTRO MECHANICS CO., LTD."
B0:70:2D,"Apple, Inc."
34:15:9E,"Apple, Inc."
00:25:67,"Samsung Electronics Co.,Ltd"
98:03:D8,"Apple, Inc."
1C:AB:A7,"Apple, Inc."
00:6D:52,"Apple, Inc."
C8:25:E1,"Lemobile Information Technology (Beijing) Co., Ltd"
00:E0:0F,"Shanghai Baud Data Communication Co.,Ltd."
18:1E:B0,"Samsung Electronics Co.,Ltd"
38:16:D1,"Samsung Electronics Co.,Ltd"
58:7F:57,"Apple, Inc."
68:89:C1,"HUAWEI TECHNOLOGIES CO.,LTD"
00:D0:E9,Advantage Century Telecommunication Corp.
F0:8C:FB,"Fiberhome Telecommunication Technologies Co.,LTD"
B4:F0:AB,"Apple, Inc."
00:A0:2E,"BRAND COMMUNICATIONS, LTD."
F8:DB:88,Dell Inc.
DC:2D:CB,"Beijing Unis HengYue Technology Co., Ltd."
90:C1:C6,"Apple, Inc."
D0:23:DB,"Apple, Inc."
C8:F6:50,"Apple, Inc."
D8:74:95,zte corporation
A4:60:32,MRV Communications (Networks) LTD
00:20:60,ALCATEL ITALIA S.p.A.
74:A5:28,"HUAWEI TECHNOLOGIES CO.,LTD"
40:4D:7F,"Apple, Inc."
BC:54:36,"Apple, Inc."
80:38:96,SHARP Corporation
28:F1:0E,Dell Inc.
00:23:3A,"Samsung Electronics Co.,Ltd"
00:80:25,Telit Wireless Solutions GmbH
30:F7:C5,"Apple, Inc."
D4:F9:A1,"HUAWEI TECHNOLOGIES CO.,LTD"
00:0B:7C,Telex Communications
48:49:C7,"Samsung Electronics Co.,Ltd"
04:F7:E4,"Apple, Inc."
8C:0E:E3,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
70:9E:29,Sony Interactive Entertainment Inc.
00:1F:DE,Nokia Danmark A/S
E0:C7:67,"Apple, Inc."
BC:44:34,Shenzhen TINNO Mobile Technology Corp.
C8:35:B8,"Ericsson, EAB/RWI/K"
E4:2F:26,"Fiberhome Telecommunication Technologies Co.,LTD"
CC:5D:4E,ZyXEL Communications Corporation
D8:1F:CC,"Brocade Communications Systems, Inc."
9C:04:EB,"Apple, Inc."
9C:88:AD,"Fiberhome Telecommunication Technologies Co.,LTD"
00:02:02,"Amino Communications, Ltd."
30:A9:DE,LG Innotek
1C:67:58,"HUAWEI TECHNOLOGIES CO.,LTD"
08:23:B2,"vivo Mobile Communication Co., Ltd."
58:1F:28,"HUAWEI TECHNOLOGIES CO.,LTD"
00:03:E1,"Winmate Communication, Inc."
70:F9:27,"Samsung Electronics Co.,Ltd"
C4:4B:D1,"Wallys Communications  Teachnologies Co.,Ltd."
0C:45:BA,"HUAWEI TECHNOLOGIES CO.,LTD"
CC:78:5F,"Apple, Inc."
14:10:9F,"Apple, Inc."
E0:98:61,"Motorola Mobility LLC, a Lenovo Company"
B4:62:93,"Samsung Electronics Co.,Ltd"
A8:1B:5A,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
28:C6:71,Yota Devices OY
D4:E8:B2,"Samsung Electronics Co.,Ltd"
00:37:B7,Sagemcom Broadband SAS
00:34:FE,"HUAWEI TECHNOLOGIES CO.,LTD"
E4:CE:8F,"Apple, Inc."
60:F8:1D,"Apple, Inc."
A4:3D:78,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
24:5F:DF,KYOCERA Corporation
00:10:82,JNA TELECOMMUNICATIONS LIMITED
90:B1:1C,Dell Inc.
9C:02:98,"Samsung Electronics Co.,Ltd"
D8:C4:E9,"Samsung Electronics Co.,Ltd"
E8:E5:D6,"Samsung Electronics Co.,Ltd"
00:25:E5,LG Electronics (Mobile Communications)
08:74:02,"Apple, Inc."
F4:37:B7,"Apple, Inc."
9C:FC:01,"Apple, Inc."
54:D0:ED,AXIM Communications
00:40:43,Nokia Siemens Networks GmbH & Co. KG.
20:54:76,Sony Mobile Communications AB
9C:52:F8,"HUAWEI TECHNOLOGIES CO.,LTD"
F0:34:04,TCT mobile ltd
00:0C:B5,"Premier Technolgies, Inc"
00:04:0F,"Asus Network Technologies, Inc."
00:80:19,"DAYNA COMMUNICATIONS, INC."
00:24:A8,ProCurve Networking by HP
14:49:E0,SAMSUNG ELECTRO-MECHANICS(THAILAND)
44:6A:2E,"HUAWEI TECHNOLOGIES CO.,LTD"
00:30:E9,GMA COMMUNICATION MANUFACT'G
10:88:CE,"Fiberhome Telecommunication Technologies Co.,LTD"
1C:66:AA,"Samsung Electronics Co.,Ltd"
C8:C2:C6,"Shanghai Airm2m Communication Technology Co., Ltd"
00:1F:C7,"Casio Hitachi Mobile Communications Co., Ltd."
90:67:1C,"HUAWEI TECHNOLOGIES CO.,LTD"
00:07:E1,WIS Communications Co. Ltd.
30:10:E4,"Apple, Inc."
00:08:15,"CATS Co., Ltd."
00:40:FE,SYMPLEX COMMUNICATIONS
48:88:CA,"Motorola (Wuhan) Mobility Technologies Communication Co., Ltd."
EC:35:86,"Apple, Inc."
E4:FA:ED,"Samsung Electronics Co.,Ltd"
E0:5F:45,"Apple, Inc."
FC:F5:28,ZyXEL Communications Corporation
34:C9:9D,EIDOLON COMMUNICATIONS TECHNOLOGY CO. LTD.
00:1A:AF,BLUSENS TECHNOLOGY
00:21:6E,"Function ATI (Huizhou) Telecommunications Co., Ltd."
00:E0:DA,Alcatel North America ESD
78:C3:E9,"Samsung Electronics Co.,Ltd"
BC:76:5E,"Samsung Electronics Co.,Ltd"
48:8A:D2,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD."
A0:ED:CD,"Apple, Inc."
00:15:EF,NEC TOKIN Corporation
48:00:31,"HUAWEI TECHNOLOGIES CO.,LTD"
9C:E6:E7,"Samsung Electronics Co.,Ltd"
E8:E0:B7,Toshiba
00:E0:0B,ROOFTOP COMMUNICATIONS CORP.
D0:D0:4B,"HUAWEI TECHNOLOGIES CO.,LTD"
90:03:25,"HUAWEI TECHNOLOGIES CO.,LTD"
3C:BD:D8,LG ELECTRONICS INC
7C:20:64,Alcatel-Lucent IPD
78:A3:E4,"Apple, Inc."
00:0E:B4,GUANGZHOU GAOKE COMMUNICATIONS TECHNOLOGY CO.LTD.
8C:10:D4,Sagemcom Broadband SAS
C8:02:10,LG Innotek
00:18:42,Nokia Danmark A/S
48:DF:1C,Wuhan NEC Fibre Optic Communications industry Co. Ltd
F8:E6:1A,"Samsung Electronics Co.,Ltd"
00:21:35,ALCATEL-LUCENT
00:16:79,eOn Communications
00:15:3F,Alcatel Alenia Space Italia
0C:A4:02,Alcatel-Lucent IPD
78:D7:52,"HUAWEI TECHNOLOGIES CO.,LTD"
28:6A:BA,"Apple, Inc."
C0:DC:6A,"Qingdao Eastsoft Communication Technology Co.,LTD"
00:16:DB,"Samsung Electronics Co.,Ltd"
